prot_id	location	type	transcript_length	cds_length	pseudogene	description	go	comments	Is_Reversed	chromosome	line_location	mol_weight	iso_point
Tb927.11.17760	4,802,227 - 4,803,585 (-)	protein coding	1359	1359	0	variant surface glycoprotein (VSG, atypical), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4802227-4803585	48213	7.55
Tb927.11.17770	4,805,592 - 4,807,049 (-)	protein coding	1458	1458	0	variant surface glycoprotein (VSG, atypical), putative	GO:0020033|Biological Process|antigenic variation|GeneDB|TAS|,GO:0016021|Cellular Component|integral to membrane|GeneDB|TAS		1	Tb927_11_v5.1	Tb927_11_v5.1:4805592-4807049	51731	8.02
Tb927.11.17780	4,810,221 - 4,810,637 (-)	protein coding	417	417	1	variant surface glycoprotein (VSG), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4810221-4810637	14796	5.95
Tb927.11.17790	4,813,653 - 4,815,043 (-)	protein coding	1386	1386	1	variant surface glycoprotein (VSG), degenerate and frameshifted			1	Tb927_11_v5.1	Tb927_11_v5.1:4813653-4815043	50102	9.99
Tb927.11.1780	534,933 - 537,069 (-)	protein coding	2137	1005	0	protein phosphatase 2C, putative	GO:0005739|Cellular Component|mitochondrion|GeneDB|ISA|,GO:0003824|Molecular Function|catalytic activity|Interpro|IEA|,GO:0004722|Molecular Function|protein serine/threonine phosphatase activity|GeneDB|ISA		1	Tb927_11_v5.1	Tb927_11_v5.1:534933-537069	36560	4.68
Tb927.11.17800	4,817,084 - 4,818,025 (-)	protein coding	942	942	1	variant surface glycoprotein (VSG), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4817084-4818025	33409	6.4
Tb927.11.17810	4,820,166 - 4,821,460 (-)	protein coding	1293	1293	1	variant surface glycoprotein (VSG), frameshifted and degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4820166-4821460	46128	8.25
Tb927.11.17820	4,822,273 - 4,822,708 (-)	protein coding	435	435	1	expression site-associated gene 3 (ESAG3), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4822273-4822708	15640	8.7
Tb927.11.17830	4,828,700 - 4,829,077 (-)	protein coding	378	378	0	hypothetical protein, conserved		Internal splice site only 20700444 698 Pending  Torsten Ochsenreiter, Institute of Cell Biology, University of Bern, Switzerland 2010-09-15 21:53:14 | 	1	Tb927_11_v5.1	Tb927_11_v5.1:4828700-4829077	14110	6.76
Tb927.11.17840	4,830,484 - 4,830,774 (-)	protein coding	291	291	1	retrotransposon hot spot protein (RHS), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4830484-4830774	10719	8.22
Tb927.11.17850	4,834,105 - 4,834,989 (-)	protein coding	885	885	1	expression site-associated gene 9 (ESAG9), fragment			1	Tb927_11_v5.1	Tb927_11_v5.1:4834105-4834989	30695	8.09
Tb927.11.17860	4,842,044 - 4,842,586 (-)	protein coding	543	543	0	hypothetical protein, conserved			1	Tb927_11_v5.1	Tb927_11_v5.1:4842044-4842586	20488	8.71
Tb927.11.17870	4,845,070 - 4,845,995 (+)	protein coding	924	924	1	variant surface glycoprotein (VSG), interrupted			0	Tb927_11_v5.1	Tb927_11_v5.1:4845070-4845995	33196	8.61
Tb927.11.17880	4,846,991 - 4,847,134 (+)	protein coding	144	144	1	expression site-associated gene 9 (ESAG9), degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4846991-4847134	5575	9.83
Tb927.11.17890	4,851,178 - 4,853,783 (+)	protein coding	2606	1005	0	expression site-associated gene 1 (ESAG1) protein, putative	GO:0016021|Cellular Component|integral to membrane|GeneDB|TAS		0	Tb927_11_v5.1	Tb927_11_v5.1:4851178-4853783	37066	5.74
Tb927.11.1790	537,193 - 537,610 (-)	protein coding	418	231	0	histone H1, putative			1	Tb927_11_v5.1	Tb927_11_v5.1:537193-537610	7556	12.25
Tb927.11.17900	4,854,108 - 4,854,434 (-)	protein coding	327	327	0	Trypanosomal VSG domain containing protein, putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4854108-4854434	11821	8.21
Tb927.11.17910	4,854,601 - 4,855,059 (-)	protein coding	459	459	0	hypothetical protein			1	Tb927_11_v5.1	Tb927_11_v5.1:4854601-4855059	15817	6.25
Tb927.11.17920	4,856,420 - 4,858,098 (-)	protein coding	1677	1677	1	variant surface glycoprotein (VSG), frameshifted			1	Tb927_11_v5.1	Tb927_11_v5.1:4856420-4858098	60211	7.25
Tb927.11.17930	4,859,922 - 4,861,342 (-)	protein coding	1419	1419	1	variant surface glycoprotein (VSG), degenerate and frameshifted			1	Tb927_11_v5.1	Tb927_11_v5.1:4859922-4861342	50706	7.79
Tb927.11.17940	4,862,450 - 4,862,866 (-)	protein coding	417	417	1	variant surface glycoprotein (VSG), fragment			1	Tb927_11_v5.1	Tb927_11_v5.1:4862450-4862866	14855	5.31
Tb927.11.17950	4,863,412 - 4,864,799 (-)	protein coding	1380	1380	1	variant surface glycoprotein (VSG), degenerate and frameshifted			1	Tb927_11_v5.1	Tb927_11_v5.1:4863412-4864799	48837	8.09
Tb927.11.17960	4,866,255 - 4,866,989 (-)	protein coding	735	735	1	variant surface glycoprotein (VSG), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4866255-4866989	25619	8.04
Tb927.11.17970	4,868,271 - 4,868,489 (-)	protein coding	219	219	1	expression site-associated gene 3 (ESAG3), fragment			1	Tb927_11_v5.1	Tb927_11_v5.1:4868271-4868489	8635	10.94
Tb927.11.17980	4,870,365 - 4,871,690 (-)	protein coding	1326	1326	1	variant surface glycoprotein (VSG), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4870365-4871690	47752	7.5
Tb927.11.17990	4,872,257 - 4,873,204 (-)	protein coding	948	948	1	hypothetical protein, conserved, point mutation			1	Tb927_11_v5.1	Tb927_11_v5.1:4872257-4873204	37272	7.55
Tb927.11.180	41,068 - 42,258 (-)	protein coding	1191	810	0	electron transfer flavoprotein, putative	GO:0055114|Biological Process|oxidation-reduction process|GeneDB|ISM|,GO:0005739|Cellular Component|mitochondrion|GeneDB|ISM|,GO:0005739|Cellular Component|mitochondrion|GeneDB|RCA|,GO:0009055|Molecular Function|electron carrier activity|GeneDB|ISM|,GO:0009055|Molecular Function|electron carrier activity|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:41068-42258	29950	9.96
Tb927.11.1800	537,729 - 538,277 (-)	protein coding	549	243	0	histone H1, putative			1	Tb927_11_v5.1	Tb927_11_v5.1:537729-538277	8119	12.25
Tb927.11.18000	4,874,521 - 4,875,012 (-)	protein coding	489	489	1	variant surface glycoprotein (VSG), frameshifted and point mutation			1	Tb927_11_v5.1	Tb927_11_v5.1:4874521-4875012	17862	6.03
Tb927.11.18010	4,876,662 - 4,877,098 (-)	protein coding	423	423	1	expression site-associated gene 3 (ESAG3), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4876662-4877098	15791	7.13
Tb927.11.18020	4,878,338 - 4,878,853 (-)	protein coding	516	516	1	variant surface glycoprotein (VSG), fragment			1	Tb927_11_v5.1	Tb927_11_v5.1:4878338-4878853	18452	7.85
Tb927.11.18030	4,880,122 - 4,880,704 (-)	protein coding	582	582	1	variant surface glycoprotein (VSG), fragment			1	Tb927_11_v5.1	Tb927_11_v5.1:4880122-4880704	21113	6.52
Tb927.11.18040	4,885,825 - 4,886,914 (-)	protein coding	1080	1080	1	expression site-associated gene 3 (ESAG3), frameshifted and degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4885825-4886914	40568	9.64
Tb927.11.18050	4,887,632 - 4,889,199 (-)	protein coding	1566	1566	1	variant surface glycoprotein (VSG), frameshifted	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:4887632-4889199	56141	8.59
Tb927.11.18060	4,890,073 - 4,891,531 (-)	protein coding	1458	1458	1	variant surface glycoprotein (VSG), frameshifted			1	Tb927_11_v5.1	Tb927_11_v5.1:4890073-4891531	51734	7.4
Tb927.11.18070	4,893,321 - 4,894,546 (-)	protein coding	1221	1221	1	variant surface glycoprotein (VSG, pseudogene), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4893321-4894546	43895	9.25
Tb927.11.18080	4,896,394 - 4,897,029 (-)	protein coding	633	633	1	variant surface glycoprotein (VSG), frameshifted and point mutation			1	Tb927_11_v5.1	Tb927_11_v5.1:4896394-4897029	23280	8.46
Tb927.11.18090	4,899,998 - 4,901,539 (-)	protein coding	1536	1536	1	variant surface glycoprotein (VSG), frameshifted			1	Tb927_11_v5.1	Tb927_11_v5.1:4899998-4901539	56235	6.44
Tb927.11.1810	538,418 - 540,422 (-)	protein coding	2005	957	0	Ring finger domain containing protein, putative	GO:0005515|Molecular Function|protein binding|Interpro|IEA|,GO:0008270|Molecular Function|zinc ion binding|GeneDB|ISM|,GO:0008270|Molecular Function|zinc ion binding|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:538418-540422	33749	8.29
Tb927.11.18100	4,901,729 - 4,902,805 (-)	protein coding	1077	1077	1	expression site-associated gene 3 (ESAG3), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4901729-4902805	40793	6.71
Tb927.11.18110	4,903,565 - 4,904,960 (-)	protein coding	1395	1395	1	variant surface glycoprotein (VSG, pseudogene), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4903565-4904960	48791	8.75
Tb927.11.18120	4,906,250 - 4,907,622 (-)	protein coding	1368	1368	1	variant surface glycoprotein (VSG), frameshifted and degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4906250-4907622	48048	7.9
Tb927.11.18130	4,907,866 - 4,908,678 (-)	protein coding	810	810	1	hypothetical protein, conserved, frameshifted and point mutation			1	Tb927_11_v5.1	Tb927_11_v5.1:4907866-4908678	31364	10.1
Tb927.11.18140	4,910,085 - 4,910,863 (-)	protein coding	777	777	1	variant surface glycoprotein (VSG), frameshifted and point mutation			1	Tb927_11_v5.1	Tb927_11_v5.1:4910085-4910863	29050	8.99
Tb927.11.18150	4,912,661 - 4,913,319 (-)	protein coding	657	657	1	variant surface glycoprotein (VSG), frameshifted and degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4912661-4913319	24062	10.22
Tb927.11.18160	4,916,496 - 4,917,356 (-)	protein coding	861	861	1	expression site-associated gene 3 (ESAG3), degenerate			1	Tb927_11_v5.1	Tb927_11_v5.1:4916496-4917356	32575	5.71
Tb927.11.18170	4,925,728 - 4,927,258 (+)	protein coding	1530	1530	1	variant surface glycoprotein (VSG), frameshifted			0	Tb927_11_v5.1	Tb927_11_v5.1:4925728-4927258	54342	6.97
Tb927.11.18180	4,928,031 - 4,928,890 (+)	protein coding	848	846	1	expression site-associated gene 3 (ESAG3), degenerate			0	Tb927_11_v5.1	Tb927_11_v5.1:4928031-4928890	32106	9.92
Tb927.11.18190	4,929,155 - 4,930,611 (+)	protein coding	1452	1452	1	variant surface glycoprotein (VSG), frameshifted			0	Tb927_11_v5.1	Tb927_11_v5.1:4929155-4930611	51972	8.35
Tb927.11.1820	540,935 - 542,879 (-)	protein coding	1945	1887	0	guanine nucleotide exchange factor subunit GCD2	GO:0006413|Biological Process|translational initiation|GeneDB|ISM|,GO:0006417|Biological Process|regulation of translation|GeneDB|ISA|,GO:0044237|Biological Process|cellular metabolic process|Interpro|IEA|,GO:0005851|Cellular Component|eukaryotic translation initiation factor 2B complex|GeneDB|ISM|,GO:0003743|Molecular Function|translation initiation factor activity|GeneDB|ISM|,GO:0005525|Molecular Function|GTP binding|GeneDB|ISM		1	Tb927_11_v5.1	Tb927_11_v5.1:540935-542879	68583	9.29
Tb927.11.18200	4,931,003 - 4,931,701 (-)	protein coding	699	699	0	hypothetical protein, unlikely			1	Tb927_11_v5.1	Tb927_11_v5.1:4931003-4931701	28989	8.53
Tb927.11.18210	4,932,119 - 4,933,734 (+)	protein coding	1614	1614	1	variant surface glycoprotein (VSG), frameshifted			0	Tb927_11_v5.1	Tb927_11_v5.1:4932119-4933734	57996	8.44
Tb927.11.18220	4,935,629 - 4,937,140 (+)	protein coding	1512	1512	0	variant surface glycoprotein (VSG), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:4935629-4937140	53465	8.14
Tb927.11.18230	4,938,558 - 4,939,973 (+)	protein coding	1416	1416	0	variant surface glycoprotein (VSG), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:4938558-4939973	49919	6.83
Tb927.11.18240	4,942,117 - 4,942,818 (+)	protein coding	702	702	1	variant surface glycoprotein (VSG), pseudogene			0	Tb927_11_v5.1	Tb927_11_v5.1:4942117-4942818	24510	8.48
Tb927.11.18250	4,944,706 - 4,945,593 (+)	protein coding	888	888	0	variant surface glycoprotein (VSG), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:4944706-4945593	30877	5.16
Tb927.11.18260	4,966,190 - 4,967,428 (-)	protein coding	1239	1239	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4966190-4967428	44573	5.43
Tb927.11.18270	4,969,184 - 4,970,182 (-)	protein coding	999	999	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4969184-4970182	36577	10.14
Tb927.11.18280	4,972,411 - 4,973,688 (-)	protein coding	1278	1278	0	ESAG7 (expression site associated protein 7), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:4972411-4973688	46452	10.46
Tb927.11.18290	4,975,602 - 4,976,303 (-)	protein coding	702	702	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4975602-4976303	25070	8.42
Tb927.11.1830	544,388 - 547,064 (-)	protein coding	2677	1713	0	hypothetical protein, conserved			1	Tb927_11_v5.1	Tb927_11_v5.1:544388-547064	62036	6.11
Tb927.11.18300	4,976,446 - 4,977,276 (-)	protein coding	831	831	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4976446-4977276	32212	9.53
Tb927.11.18310	4,980,243 - 4,981,082 (-)	protein coding	840	840	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4980243-4981082	30869	7.34
Tb927.11.18320	4,988,585 - 4,989,256 (-)	protein coding	672	672	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4988585-4989256	23806	8.01
Tb927.11.18330	4,991,410 - 4,992,894 (-)	protein coding	1485	1485	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4991410-4992894	51468	7.92
Tb927.11.18340	4,994,874 - 4,996,343 (-)	protein coding	1470	1470	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:4994874-4996343	52010	7.58
Tb927.11.18350	4,998,049 - 4,999,548 (-)	protein coding	1500	1500	0	variant surface glycoprotein (VSG), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:4998049-4999548	52970	7.46
Tb927.11.18360	5,007,948 - 5,009,306 (-)	protein coding	1359	1359	0	variant surface glycoprotein (VSG), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:5007948-5009306	49317	8.74
Tb927.11.18370	5,011,631 - 5,012,671 (-)	protein coding	1041	1041	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:5011631-5012671	37081	8.84
Tb927.11.18380	5,016,370 - 5,017,410 (-)	protein coding	1041	1041	0	Variant Surface Glycoprotein, putative			1	Tb927_11_v5.1	Tb927_11_v5.1:5016370-5017410	37081	8.84
Tb927.11.18390	5,020,448 - 5,020,801 (-)	protein coding	354	354	0	Variant Surface Glycoprotein, putative			1	Tb927_11_v5.1	Tb927_11_v5.1:5020448-5020801	12020	8.28
Tb927.11.1840	546,408 - 549,592 (-)	protein coding	3185	1200	0	hypothetical protein, conserved	GO:0031514|Cellular Component|motile cilium|GeneDB|IDA		1	Tb927_11_v5.1	Tb927_11_v5.1:546408-549592	45634	5.68
Tb927.11.18400	5,031,048 - 5,032,094 (-)	protein coding	1047	1047	1	variant surface glycoprotein (VSG), pseudogene			1	Tb927_11_v5.1	Tb927_11_v5.1:5031048-5032094	36871	8.38
Tb927.11.18410	5,034,463 - 5,035,704 (-)	protein coding	1242	1242	1	variant surface glycoprotein (VSG), pseudogene			1	Tb927_11_v5.1	Tb927_11_v5.1:5034463-5035704	44634	10.01
Tb927.11.18420	5,039,617 - 5,041,182 (-)	protein coding	1566	1566	1	variant surface glycoprotein (VSG), pseudogene			1	Tb927_11_v5.1	Tb927_11_v5.1:5039617-5041182	56058	7.96
Tb927.11.18430	5,044,060 - 5,045,625 (-)	protein coding	1566	1566	0	variant surface glycoprotein (VSG), putative			1	Tb927_11_v5.1	Tb927_11_v5.1:5044060-5045625	55060	8.24
Tb927.11.18440	5,048,735 - 5,050,342 (-)	protein coding	1608	1608	1	variant surface glycoprotein (VSG), pseudogene			1	Tb927_11_v5.1	Tb927_11_v5.1:5048735-5050342	56384	8.24
Tb927.11.18450	5,053,958 - 5,055,286 (-)	protein coding	1329	1329	1	variant surface glycoprotein (VSG), pseudogene			1	Tb927_11_v5.1	Tb927_11_v5.1:5053958-5055286	47096	7.68
Tb927.11.18460	5,063,056 - 5,064,332 (+)	protein coding	1275	1275	1	variant surface glycoprotein (VSG, pseudogene), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5063056-5064332	45597	8.5
Tb927.11.18470	5,067,269 - 5,068,543 (+)	protein coding	1275	1275	0	Variant Surface Glycoprotein, putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5067269-5068543	43690	6.64
Tb927.11.18480	5,070,704 - 5,072,290 (+)	protein coding	1587	1587	0	Variant Surface Glycoprotein, putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:5070704-5072290	56175	7.07
Tb927.11.18490	5,073,747 - 5,074,772 (+)	protein coding	1026	1026	0	Variant Surface Glycoprotein, putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5073747-5074772	36543	9.36
Tb927.11.1850	549,724 - 551,570 (-)	protein coding	1847	1488	0	hypothetical protein, conserved			1	Tb927_11_v5.1	Tb927_11_v5.1:549724-551570	57109	6.81
Tb927.11.18500	5,082,133 - 5,082,705 (-)	protein coding	573	573	0	Variant Surface Glycoprotein, putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:5082133-5082705	20432	7.77
Tb927.11.18510	5,096,407 - 5,097,930 (+)	protein coding	1524	1524	0	variant surface glycoprotein (VSG, atypical), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:5096407-5097930	53102	6.78
Tb927.11.18520	5,101,885 - 5,102,271 (+)	protein coding	387	387	0	variant surface glycoprotein (VSG, atypical), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5101885-5102271	14620	11.08
Tb927.11.18530	5,104,561 - 5,105,892 (+)	protein coding	1332	1332	0	variant surface glycoprotein (VSG, atypical), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5104561-5105892	46852	7.52
Tb927.11.18540	5,108,933 - 5,109,799 (+)	protein coding	867	867	1	variant surface glycoprotein (VSG), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5108933-5109799	33183	11.18
Tb927.11.18550	5,111,430 - 5,112,764 (+)	protein coding	1335	1335	1	variant surface glycoprotein (VSG), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5111430-5112764	46454	7.03
Tb927.11.18560	5,115,577 - 5,116,874 (+)	protein coding	1298	1296	1	variant surface glycoprotein (VSG), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5115577-5116874	46666	7.52
Tb927.11.18570	5,119,516 - 5,120,870 (+)	protein coding	1353	1353	1	variant surface glycoprotein (VSG), pseudogene			0	Tb927_11_v5.1	Tb927_11_v5.1:5119516-5120870	48654	11.27
Tb927.11.18580	5,121,239 - 5,122,741 (+)	protein coding	1503	1503	0	variant surface glycoprotein (VSG), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5121239-5122741	53452	7.32
Tb927.11.18590	5,125,358 - 5,126,845 (+)	protein coding	1488	1488	1	variant surface glycoprotein (VSG), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5125358-5126845	53443	11.01
Tb927.11.1860	552,705 - 553,218 (-)	protein coding	514	231	0	histone H1, putative			1	Tb927_11_v5.1	Tb927_11_v5.1:552705-553218	7573	12.25
Tb927.11.18600	5,128,840 - 5,130,296 (+)	protein coding	1457	1455	1	variant surface glycoprotein (VSG), putative	GO:0020012|Biological Process|evasion or tolerance of host immune response|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:5128840-5130296	52171	10.21
Tb927.11.18610	5,130,638 - 5,133,342 (-)	protein coding	2496	2496	1	retrotransposon hot spot protein (RHS, pseudogene), putative	GO:0006278|Biological Process|RNA-dependent DNA replication|Interpro|IEA|,GO:0005622|Cellular Component|intracellular|Interpro|IEA|,GO:0003723|Molecular Function|RNA binding|Interpro|IEA|,GO:0003964|Molecular Function|RNA-directed DNA polymerase activity|Interpro|IEA|,GO:0008270|Molecular Function|zinc ion binding|Interpro|IEA		1	Tb927_11_v5.1	Tb927_11_v5.1:5130638-5133342	93811	10.27
Tb927.11.18620	5,133,509 - 5,135,006 (+)	protein coding	1498	1497	1	variant surface glycoprotein (VSG), putative			0	Tb927_11_v5.1	Tb927_11_v5.1:5133509-5135006	53227	9.92
Tb927.11.18630	5,136,442 - 5,139,517 (+)	protein coding	2859	2859	1	ingi-related retroposon, putative (pseudogene)	GO:0006278|Biological Process|RNA-dependent DNA replication|Interpro|IEA|,GO:0005622|Cellular Component|intracellular|Interpro|IEA|,GO:0003676|Molecular Function|nucleic acid binding|Interpro|IEA|,GO:0003723|Molecular Function|RNA binding|Interpro|IEA|,GO:0003964|Molecular Function|RNA-directed DNA polymerase activity|Interpro|IEA|,GO:0004523|Molecular Function|ribonuclease H activity|Interpro|IEA|,GO:0008270|Molecular Function|zinc ion binding|Interpro|IEA		0	Tb927_11_v5.1	Tb927_11_v5.1:5136442-5139517	108128	10.38
