Gene ID	Product Description	Gene Type	Input ID	# TM Domains	EC numbers	EC numbers from OrthoMCL	
Tb927.3.1520	variant surface glycoprotein (VSG)-related, putative	protein coding gene	Tb927.3.1520	0	N/A	N/A	
Tb927.3.1530	CorA-like Mg2+ transporter protein, putative	protein coding gene	Tb927.3.1530	2	N/A	N/A	
Tb927.3.1540	CAAX amino terminal protease, putative	protein coding gene	Tb927.3.1540	5	N/A	3.4.22.- (Cysteine endopeptidases.)	
Tb927.3.1550	Rab3 GTPase-activating protein catalytic subunit, putative	protein coding gene	Tb927.3.1550	0	N/A	N/A	
Tb927.3.1560	TRF-Interacting Factor 2	protein coding gene	Tb927.3.1560	0	N/A	N/A	
Tb927.3.1570	Lapatinib-binding protein kinase 3	protein coding gene	Tb927.3.1570	0	N/A	2.7.-.- (Transferring phosphorus-containing groups.);2.7.11.1 (Non-specific serine/threonine protein kinase)	
Tb927.3.1580	hypothetical protein, conserved	protein coding gene	Tb927.3.1580	0	N/A	N/A	
Tb927.3.1590	mitochondrial RNA binding complex 1 subunit	protein coding gene	Tb927.3.1590	0	N/A	N/A	
Tb927.3.160	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.3.160	0	N/A	N/A	
Tb927.3.1600	Mitochondrial import inner membrane translocase subunit 10	protein coding gene	Tb927.3.1600	0	N/A	N/A	
Tb927.3.1610	CMGC/CLK family protein kinase, putative	protein coding gene	Tb927.3.1610	0	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.11.1 (Non-specific serine/threonine protein kinase)	
Tb927.3.1620	ER-golgi trafficking TRAPP I complex 85 kDa subunit, putative	protein coding gene	Tb927.3.1620	0	N/A	N/A	
Tb927.3.1630	casein kinase 1, putative	protein coding gene	Tb927.3.1630	0	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	
Tb927.3.1640	hypothetical protein	protein coding gene	Tb927.3.1640	3	N/A	N/A	
Tb927.3.1650	hypothetical protein	protein coding gene	Tb927.3.1650	2	N/A	N/A	
Tb927.3.1660	SUMO-interacting motif-containing protein	protein coding gene	Tb927.3.1660	0	N/A	N/A	
Tb927.3.1670	Cilia- and flagella-associated protein 251, putative	protein coding gene	Tb927.3.1670	0	N/A	N/A	
Tb927.3.1680	Eukaryotic translation initiation factor 3 subunit F	protein coding gene	Tb927.3.1680	0	N/A	N/A	
Tb927.3.1690	Mitochondrial ATP synthase subunit, putative	protein coding gene	Tb927.3.1690	0	N/A	N/A	
Tb927.3.170	variant surface glycoprotein, degenerate	pseudogene	Tb927.3.170	0	N/A	N/A	
Tb927.3.1700	diacylglycerol acyltransferase, putative	protein coding gene	Tb927.3.1700	2	2.3.1.- (Transferring groups other than amino-acyl groups.);2.3.1.20 (Diacylglycerol O-acyltransferase)	2.3.1.20 (Diacylglycerol O-acyltransferase);2.3.1.51 (1-acylglycerol-3-phosphate O-acyltransferase);2.3.1.76 (Retinol O-fatty-acyltransferase)	
Tb927.3.1710	mitochondrial ribosomal protein l24	protein coding gene	Tb927.3.1710	0	N/A	N/A	
Tb927.3.1720	hypothetical protein, conserved	protein coding gene	Tb927.3.1720	0	N/A	N/A	
Tb927.3.1730	hypothetical protein, conserved	protein coding gene	Tb927.3.1730	0	N/A	N/A	
Tb927.3.1740	hypothetical protein, conserved	protein coding gene	Tb927.3.1740	0	N/A	N/A	
Tb927.3.1750	Mad2-like HORMA domain containing protein	protein coding gene	Tb927.3.1750	0	N/A	N/A	
Tb927.3.1760	chaperone protein DnaJ, putative	protein coding gene	Tb927.3.1760	0	N/A	N/A	
Tb927.3.1770	leucine-rich repeat protein (LRRP), putative	protein coding gene	Tb927.3.1770	0	N/A	N/A	
Tb927.3.1780	U6 snRNA-associated Sm-like protein LSm8p	protein coding gene	Tb927.3.1780	0	N/A	N/A	
Tb927.3.1790	pyruvate dehydrogenase E1 beta subunit, putative	protein coding gene	Tb927.3.1790	0	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))	
Tb927.3.180	variant surface glycoprotein (VSG, atypical), putative	protein coding gene	Tb927.3.180	1	N/A	N/A	
Tb927.3.1800	hypothetical protein, conserved	protein coding gene	Tb927.3.1800	0	N/A	N/A	
Tb927.3.1810	hypothetical protein, conserved	protein coding gene	Tb927.3.1810	0	N/A	N/A	
Tb927.3.1820	mitochondrial RNA binding complex 1 subunit	protein coding gene	Tb927.3.1820	0	N/A	N/A	
Tb927.3.1830	hypothetical protein, conserved	protein coding gene	Tb927.3.1830	0	N/A	N/A	
Tb927.3.1840	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	protein coding gene	Tb927.3.1840	4	1.3.1.- (With NAD(+) or NADP(+) as acceptor.);1.3.1.22 (3-oxo-5-alpha-steroid 4-dehydrogenase (NADP(+)));1.3.99.5 (3-oxo-5-alpha-steroid 4-dehydrogenase (acceptor))	1.3.1.- (With NAD(+) or NADP(+) as acceptor.);1.3.1.22 (3-oxo-5-alpha-steroid 4-dehydrogenase (NADP(+)));1.3.1.38 (Trans-2-enoyl-CoA reductase (NADPH));1.3.1.93 (Very-long-chain enoyl-CoA reductase);1.3.99.5 (3-oxo-5-alpha-steroid 4-dehydrogenase (acceptor));2.3.1.- (Transferring groups other than a	
Tb927.3.1850	CMGC/MAPK protein kinase, putative	protein coding gene	Tb927.3.1850	0	N/A	N/A	
Tb927.3.1860	ATP-grasp domain containing protein, putative	protein coding gene	Tb927.3.1860	0	N/A	N/A	
Tb927.3.1870	CHAP domain containing protein, putative	protein coding gene	Tb927.3.1870	1	N/A	N/A	
Tb927.3.1880	hypothetical protein, conserved	protein coding gene	Tb927.3.1880	0	N/A	N/A	
Tb927.3.1890	cytochrome c oxidase assembly protein, putative	protein coding gene	Tb927.3.1890	0	N/A	N/A	
Tb927.3.1891	C/D snoRNA, TB3C2C1	ncRNA gene	Tb927.3.1891	N/A	N/A	N/A	
Tb927.3.1892	C/D snoRNA, TB3C2C1	ncRNA gene	Tb927.3.1892	N/A	N/A	N/A	
Tb927.3.1893	C/D snoRNA, TB3C2C1	ncRNA gene	Tb927.3.1893	N/A	N/A	N/A	
Tb927.3.1894	C/D snoRNA, TB3C2C1	ncRNA gene	Tb927.3.1894	N/A	N/A	N/A	
Tb927.3.1895	C/D snoRNA, TB3C2C1	ncRNA gene	Tb927.3.1895	N/A	N/A	N/A	
Tb927.3.1896	C/D snoRNA, TB3C2C1	ncRNA gene	Tb927.3.1896	N/A	N/A	N/A	
Tb927.3.190	variant surface glycoprotein (VSG), putative	protein coding gene	Tb927.3.190	0	N/A	N/A	
Tb927.3.1900	conserved protein, unknown function	protein coding gene	Tb927.3.1900	0	N/A	N/A	
Tb927.3.1905	C/D snoRNA, TB3C2C1	ncRNA gene	Tb927.3.1905	N/A	N/A	N/A	
Tb927.3.1910	Histone RNA hairpin-binding protein RNA-binding domain containing protein, putative	protein coding gene	Tb927.3.1910	0	N/A	N/A	
Tb927.3.1920	General negative regulator of transcription subunit 5	protein coding gene	Tb927.3.1920	0	N/A	N/A	
Tb927.3.1930	pre-mrna-processing factor 17	protein coding gene	Tb927.3.1930	0	N/A	2.7.11.7 ([Myosin heavy-chain] kinase)	
Tb927.3.1940	TLP18.3, Psb32 and MOLO-1 founding proteins of phosphatase, putative	protein coding gene	Tb927.3.1940	1	N/A	N/A	
Tb927.3.1960	hypothetical protein, conserved	protein coding gene	Tb927.3.1960	0	N/A	N/A	
Tb927.3.1970	phosphopantothenoylcysteine synthetase, putative	protein coding gene	Tb927.3.1970	0	6.3.2.5 (Phosphopantothenate--cysteine ligase (CTP))	6.3.2.5 (Phosphopantothenate--cysteine ligase (CTP))	
Tb927.3.1980	hypothetical protein, conserved	protein coding gene	Tb927.3.1980	0	N/A	N/A	
Tb927.3.1990	Tetratricopeptide repeat protein 29, putative	protein coding gene	Tb927.3.1990	0	N/A	N/A	
Tb927.3.200	variant surface glycoprotein, truncated, degenerate	pseudogene	Tb927.3.200	0	N/A	N/A	
Tb927.3.2000	RNA-binding protein, putative	protein coding gene	Tb927.3.2000	0	N/A	N/A	
Tb927.3.2010	hypothetical protein, conserved	protein coding gene	Tb927.3.2010	0	N/A	N/A	
Tb927.3.2020	kinesin, putative	protein coding gene	Tb927.3.2020	0	N/A	3.6.4.4 (Transferred entry: 5.6.1.3)	
Tb927.3.2030	acylphosphatase, putative	protein coding gene	Tb927.3.2030	0	3.6.1.7 (Acylphosphatase)	3.6.1.7 (Acylphosphatase)	
Tb927.3.2040	kinesin, putative	protein coding gene	Tb927.3.2040	0	N/A	3.6.4.4 (Transferred entry: 5.6.1.3)	
Tb927.3.2050	Minicircle replication factor 172	protein coding gene	Tb927.3.2050	0	N/A	N/A	
Tb927.3.2060	STE20-like serine/threonine-protein kinase, putative	protein coding gene	Tb927.3.2060	0	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)	
Tb927.3.2070	hypothetical protein, conserved	protein coding gene	Tb927.3.2070	0	N/A	N/A	
Tb927.3.2080	hypothetical protein, conserved	protein coding gene	Tb927.3.2080	1	N/A	N/A	
Tb927.3.2090	Xaa-Pro aminopeptidase, putative	protein coding gene	Tb927.3.2090	0	3.4.11.9 (Xaa-Pro aminopeptidase)	3.4.11.9 (Xaa-Pro aminopeptidase);3.4.13.9 (Xaa-Pro dipeptidase);3.4.14.5 (Dipeptidyl-peptidase IV)	
Tb927.3.210	variant surface glycoprotein (VSG, atypical), putative	protein coding gene	Tb927.3.210	0	N/A	N/A	
Tb927.3.2100	hypothetical protein, conserved	protein coding gene	Tb927.3.2100	0	2.7.4.25 ((d)CMP kinase)	2.7.4.25 ((d)CMP kinase)	
Tb927.3.2110	Mitochondrial import inner membrane translocase subunit TIM50	protein coding gene	Tb927.3.2110	0	N/A	3.1.3.- (Phosphoric monoester hydrolases.);3.1.3.16 (Protein-serine/threonine phosphatase)	
Tb927.3.2120	hypothetical protein, conserved	protein coding gene	Tb927.3.2120	1	N/A	N/A	
Tb927.3.2130	RNA pseudouridylate synthase, putative	protein coding gene	Tb927.3.2130	0	N/A	4.2.1.70 (Pseudouridylate synthase);5.4.99.- (Transferring other groups.);5.4.99.12 (tRNA pseudouridine(38-40) synthase)	
Tb927.3.2140	transcription activator, putative	protein coding gene	Tb927.3.2140	0	N/A	3.6.4.- (Acting on ATP; involved in cellular and subcellular movement.)	
Tb927.3.2150	protein phosphatase 2C, putative	protein coding gene	Tb927.3.2150	0	3.1.3.16 (Protein-serine/threonine phosphatase)	3.1.3.16 (Protein-serine/threonine phosphatase)	
Tb927.3.2160	Rieske-like [2Fe-2S] domain containing protein, putative	protein coding gene	Tb927.3.2160	0	N/A	N/A	
Tb927.3.2170	translation elongation factor EF-2, putative	protein coding gene	Tb927.3.2170	0	N/A	3.1.-.- (Acting on ester bonds.);3.1.4.12 (Sphingomyelin phosphodiesterase);3.6.5.- (Acting on GTP; involved in cellular and subcellular movement.)	
Tb927.3.2180	Mitochondrial ATP synthase subunit, putative	protein coding gene	Tb927.3.2180	1	N/A	N/A	
Tb927.3.2190	Capping enzyme RNA triphosphatase 1	protein coding gene	Tb927.3.2190	0	3.1.3.33 (Polynucleotide 5'-phosphatase);3.6.1.15 (Nucleoside-triphosphate phosphatase)	3.1.3.33 (Polynucleotide 5'-phosphatase);3.6.1.15 (Nucleoside-triphosphate phosphatase)	
Tb927.3.220	variant surface glycoprotein, degenerate	pseudogene	Tb927.3.220	0	N/A	N/A	
Tb927.3.2200	TPR repeat, putative	protein coding gene	Tb927.3.2200	0	N/A	N/A	
Tb927.3.2210	KIF-1 binding protein C terminal, putative	protein coding gene	Tb927.3.2210	0	N/A	N/A	
Tb927.3.2220	eukaryotic translation initiation factor 3 subunit j	protein coding gene	Tb927.3.2220	0	N/A	N/A	
Tb927.3.2230	succinyl-CoA synthetase alpha subunit, putative	protein coding gene	Tb927.3.2230	0	6.2.1.4 (Succinate--CoA ligase (GDP-forming));6.2.1.5 (Succinate--CoA ligase (ADP-forming))	6.2.1.4 (Succinate--CoA ligase (GDP-forming));6.2.1.5 (Succinate--CoA ligase (ADP-forming));6.2.1.9 (Malate--CoA ligase)	
Tb927.3.2240	BRO1-like domain containing protein, putative	protein coding gene	Tb927.3.2240	0	N/A	N/A	
Tb927.3.2250	hypothetical protein, conserved	protein coding gene	Tb927.3.2250	0	N/A	N/A	
Tb927.3.2260	Mitochondrial SSU ribosomal protein, putative	protein coding gene	Tb927.3.2260	0	N/A	N/A	
Tb927.3.2270	hypothetical protein, conserved	protein coding gene	Tb927.3.2270	0	N/A	2.7.1.78 (Polynucleotide 5'-hydroxyl-kinase)	
Tb927.3.2280	vacuolar sorting protein 33 , putative	protein coding gene	Tb927.3.2280	0	N/A	2.7.11.24 (Mitogen-activated protein kinase)	
Tb927.3.2290	chaperone protein DnaJ, putative	protein coding gene	Tb927.3.2290	0	N/A	N/A	
Tb927.3.230	variant surface glycoprotein, degenerate	pseudogene	Tb927.3.230	0	N/A	N/A	
Tb927.3.2300	DNL zinc finger, putative	protein coding gene	Tb927.3.2300	0	N/A	N/A	
Tb927.3.2310	parkin coregulated gene protein	protein coding gene	Tb927.3.2310	0	N/A	N/A	
Tb927.3.2320	COP9 signalosome complex subunit 2, putative	protein coding gene	Tb927.3.2320	0	N/A	N/A	
Tb927.3.2330	kinetoplastid kinetochore protein 17	protein coding gene	Tb927.3.2330	0	N/A	N/A	
Tb927.3.2340	Peroxisome biogenesis protein 2	protein coding gene	Tb927.3.2340	0	N/A	N/A	
Tb927.3.2350	hypothetical protein, conserved	protein coding gene	Tb927.3.2350	0	N/A	N/A	
Tb927.3.2360	hypothetical protein, conserved	protein coding gene	Tb927.3.2360	1	N/A	N/A	
Tb927.3.2370	hypothetical protein, conserved	protein coding gene	Tb927.3.2370	1	N/A	N/A	
Tb927.3.2380	hypothetical protein, conserved	protein coding gene	Tb927.3.2380	1	N/A	N/A	
Tb927.3.2390	hypothetical protein, conserved	protein coding gene	Tb927.3.2390	1	N/A	N/A	
Tb927.3.240	variant surface glycoprotein, degenerate	pseudogene	Tb927.3.240	0	N/A	N/A	
Tb927.3.2400	palmitoyl acyltransferase 10, putative	protein coding gene	Tb927.3.2400	4	2.3.1.142 (Glycoprotein O-fatty-acyltransferase);2.3.1.225 (Protein S-acyltransferase)	2.3.1.142 (Glycoprotein O-fatty-acyltransferase);2.3.1.225 (Protein S-acyltransferase);3.4.24.- (Metalloendopeptidases.)	
Tb927.3.2410	Peroxisome biogenesis factor 10	protein coding gene	Tb927.3.2410	0	N/A	N/A	
Tb927.3.2420	Microsomal signal peptidase 12 kDa subunit (SPC12), putative	protein coding gene	Tb927.3.2420	2	N/A	3.4.-.- (Acting on peptide bonds (peptidases).)	
Tb927.3.2430	Alsin, putative	protein coding gene	Tb927.3.2430	0	N/A	N/A	
Tb927.3.2440	AGC essential kinase 1	protein coding gene	Tb927.3.2440	0	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.11.1 (Non-specific serine/threonine protein kinase)	2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.11.- (Protein-serine/threonine kinases.);2.7.11.1 (Non-specific serine/threonine protein kinase)	
Tb927.3.2450	hypothetical protein, conserved	protein coding gene	Tb927.3.2450	5	N/A	N/A	
Tb927.3.2460	hypothetical protein, conserved	protein coding gene	Tb927.3.2460	0	N/A	N/A	
Tb927.3.2470	Pumilio homology domain family member 8	protein coding gene	Tb927.3.2470	0	N/A	N/A	
Tb927.3.2480	Arv1-like family, putative	protein coding gene	Tb927.3.2480	4	N/A	N/A	
Tb927.3.2490	hypothetical protein, conserved	protein coding gene	Tb927.3.2490	0	N/A	N/A	
Tb927.3.250	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.3.250	0	N/A	N/A	
Tb927.3.2500	Trypanosomal VSG domain containing protein, putative	protein coding gene	Tb927.3.2500	0	N/A	N/A	
Tb927.3.2510	expression site-associated gene 2 (ESAG2) protein, putative	protein coding gene	Tb927.3.2510.1	0	N/A	N/A	
Tb927.3.2520	expression site-associated gene 1 (ESAG1) protein, putative	protein coding gene	Tb927.3.2520	0	N/A	N/A	
Tb927.3.2530	expression site-associated gene 11 (ESAG11), degenerate	pseudogene	Tb927.3.2530	0	N/A	N/A	
Tb927.3.2540	variant surface glycoprotein (VSG)-related, putative	protein coding gene	Tb927.3.2540	0	N/A	N/A	
Tb927.3.2550	hypothetical protein, conserved	protein coding gene	Tb927.3.2550	0	N/A	N/A	
Tb927.3.2560	hypothetical protein, conserved	protein coding gene	Tb927.3.2560	0	N/A	N/A	
Tb927.3.2570	hypothetical protein, conserved	protein coding gene	Tb927.3.2570	0	N/A	N/A	
Tb927.3.2580	hypothetical protein, conserved	protein coding gene	Tb927.3.2580	1	N/A	N/A	
Tb927.3.2590	hypothetical protein	protein coding gene	Tb927.3.2590	0	N/A	N/A	
Tb927.3.260	variant surface glycoprotein, fragment	pseudogene	Tb927.3.260	0	N/A	N/A	
Tb927.3.2600	ATP-dependent DEAD/H RNA helicase, putative	protein coding gene	Tb927.3.2600	0	N/A	3.6.1.- (In phosphorus-containing anhydrides.);3.6.4.13 (RNA helicase)	
Tb927.3.2610	GPI inositol deacylase 2	protein coding gene	Tb927.3.2610	10	3.1.-.- (Acting on ester bonds.)	3.1.-.- (Acting on ester bonds.)	
Tb927.3.2620	hypothetical protein, conserved	protein coding gene	Tb927.3.2620	0	N/A	N/A	
Tb927.3.2630	hypothetical protein, conserved	protein coding gene	Tb927.3.2630	0	N/A	N/A	
Tb927.3.2640	hypothetical protein, conserved	protein coding gene	Tb927.3.2640	0	N/A	N/A	
Tb927.3.2650	Cytochrome c oxidase assembly protein Cox17, putative	protein coding gene	Tb927.3.2650	0	N/A	N/A	
Tb927.3.2660	TatD related DNase, putative	protein coding gene	Tb927.3.2660	0	N/A	N/A	
Tb927.3.2670	Kinetoplast polyadenylation factor 5	protein coding gene	Tb927.3.2670	0	N/A	N/A	
Tb927.3.2680	Ubiquitin-like domain containing protein, putative	protein coding gene	Tb927.3.2680	0	N/A	N/A	
Tb927.3.2690	AGC/RSK family serine/threonine kinase, putative	protein coding gene	Tb927.3.2690	0	2.7.11.1 (Non-specific serine/threonine protein kinase)	2.7.11.1 (Non-specific serine/threonine protein kinase)	
Tb927.3.270	variant surface glycoprotein, frameshift	pseudogene	Tb927.3.270	0	N/A	N/A	
Tb927.3.2700	hypothetical protein, conserved	protein coding gene	Tb927.3.2700	0	N/A	N/A	
Tb927.3.2710	6-phosphofructo-2-kinase 2	protein coding gene	Tb927.3.2710	0	2.7.1.105 (6-phosphofructo-2-kinase)	2.7.1.105 (6-phosphofructo-2-kinase);3.1.3.46 (Fructose-2,6-bisphosphate 2-phosphatase)	
Tb927.3.2720	hypothetical protein	protein coding gene	Tb927.3.2720	4	N/A	N/A	
Tb927.3.2730	SUMO-interacting motif-containing protein	protein coding gene	Tb927.3.2730	0	N/A	N/A	
Tb927.3.2740	hypothetical protein, conserved	protein coding gene	Tb927.3.2740	0	N/A	N/A	
Tb927.3.2750	hypothetical protein, conserved	protein coding gene	Tb927.3.2750	0	N/A	N/A	
Tb927.3.2760	hypothetical protein, conserved	protein coding gene	Tb927.3.2760	0	N/A	N/A	
Tb927.3.2770	Mitochondrial processome subunit 3	protein coding gene	Tb927.3.2770	0	N/A	N/A	
Tb927.3.2780	hypothetical protein, conserved	protein coding gene	Tb927.3.2780	0	N/A	N/A	
Tb927.3.2790	leucine-rich repeat protein (LRRP), putative	protein coding gene	Tb927.3.2790	0	N/A	N/A	
Tb927.3.280	variant surface glycoprotein, degenerate	pseudogene	Tb927.3.280	0	N/A	N/A	
Tb927.3.2800	hypothetical protein	protein coding gene	Tb927.3.2800	1	N/A	N/A	
Tb927.3.2810	hypothetical protein, conserved	protein coding gene	Tb927.3.2810	0	N/A	N/A	
Tb927.3.2820	TFIIF-stimulated CTD phosphatase, putative	protein coding gene	Tb927.3.2820	1	N/A	N/A	
Tb927.3.2830	brix domain containing protein, putative	protein coding gene	Tb927.3.2830	0	N/A	N/A	
Tb927.3.2840	inorganic pyrophosphatase, putative	protein coding gene	Tb927.3.2840	0	3.6.1.1 (Inorganic diphosphatase)	3.6.1.1 (Inorganic diphosphatase)	
Tb927.3.2850	Got1/Sft2-like family, putative	protein coding gene	Tb927.3.2850	4	N/A	N/A	
Tb927.3.2860	hypothetical protein, conserved	protein coding gene	Tb927.3.2860	0	N/A	N/A	
Tb927.3.2870	multicopper oxidase, putative	protein coding gene	Tb927.3.2870	1	N/A	1.10.3.2 (Laccase)	
Tb927.3.2880	Mitochondrial ATP synthase subunit, putative	protein coding gene	Tb927.3.2880	0	N/A	N/A	
Tb927.3.2890	radial spoke protein RSP10, putative	protein coding gene	Tb927.3.2890	0	N/A	2.7.1.68 (1-phosphatidylinositol-4-phosphate 5-kinase)	
Tb927.3.290	expression site-associated gene 3 (ESAG3), degenerate	pseudogene	Tb927.3.290	0	N/A	N/A	
Tb927.3.2900	eukaryotic translation initiation factor 2 subunit alpha	protein coding gene	Tb927.3.2900	0	N/A	N/A	
Tb927.3.2910	hypothetical protein, conserved	protein coding gene	Tb927.3.2910	0	N/A	N/A	
Tb927.3.2920	hypothetical protein, conserved	protein coding gene	Tb927.3.2920	0	N/A	N/A	
Tb927.3.2930	RNA-binding protein RBP6, putative	protein coding gene	Tb927.3.2930	0	N/A	N/A	
Tb927.3.2940	hypothetical protein, conserved	protein coding gene	Tb927.3.2940	0	N/A	N/A	
Tb927.3.2950	ribonuclease inhibitor- like protein	protein coding gene	Tb927.3.2950	0	N/A	N/A	
Tb927.3.2960	inosine-adenosine-guanosine-nucleosidehydrolase	protein coding gene	Tb927.3.2960	0	3.2.2.1 (Purine nucleosidase)	3.2.2.1 (Purine nucleosidase)	
Tb927.3.2970	hypothetical protein, conserved	protein coding gene	Tb927.3.2970	2	N/A	N/A	
Tb927.3.2980	Mitochondrial iron transporter	protein coding gene	Tb927.3.2980	0	N/A	N/A	
Tb927.3.2990	hypothetical protein, conserved	protein coding gene	Tb927.3.2990	0	N/A	N/A	
Tb927.3.300	variant surface glycoprotein, degenerate	pseudogene	Tb927.3.300	0	N/A	N/A	
Tb927.3.3000	Putative intraflagellar transport protein C3	protein coding gene	Tb927.3.3000	0	N/A	N/A	
Tb927.3.3010	hypothetical protein, conserved	protein coding gene	Tb927.3.3010	1	N/A	N/A	
Tb927.3.3020	actin-like protein, putative	protein coding gene	Tb927.3.3020	0	N/A	N/A	
Tb927.3.3030	phosphatidylcholine transfer protein, putative	protein coding gene	Tb927.3.3030	0	N/A	N/A	
Tb927.3.3040	Right handed beta helix region, putative	protein coding gene	Tb927.3.3040	0	N/A	N/A	
Tb927.3.3050	kinetoplast ribosomal PPR-repeat containing protein 20	protein coding gene	Tb927.3.3050	0	N/A	N/A	
Tb927.3.3060	Purine-Responsive Element Binding Protein 2	protein coding gene	Tb927.3.3060	0	N/A	N/A	
Tb927.3.3070	3', 5'-cyclic nucleotide phosphodiesterase, putative	protein coding gene	Tb927.3.3070	0	3.1.4.- (Phosphoric diester hydrolases.);3.1.4.17 (3',5'-cyclic-nucleotide phosphodiesterase)	3.1.4.- (Phosphoric diester hydrolases.);3.1.4.17 (3',5'-cyclic-nucleotide phosphodiesterase);3.1.4.53 (3',5'-cyclic-AMP phosphodiesterase)	
Tb927.3.3080	Serine/threonine-protein kinase NEK6, putative	protein coding gene	Tb927.3.3080	0	2.7.1.37 (2.7.11.12, 2.7.11.13, 2.7.11.21, 2.7.11.22, 2.7.11.24, 2.7.11.25,2.7.11.30 and 2.7.12.1);2.7.11.1 (Non-specific serine/threonine protein kinase)	2.7.1.37 (2.7.11.12, 2.7.11.13, 2.7.11.21, 2.7.11.22, 2.7.11.24, 2.7.11.25,2.7.11.30 and 2.7.12.1);2.7.11.1 (Non-specific serine/threonine protein kinase)	
